id	chapter	word	meaning	frequency
753	3	habitat loss	生息地の喪失	1
758	3	happen	起こる；（行事が）開催される	1
763	3	harnessing	活用している；利用している	1
768	3	heading to	〜へ向かって	1
773	3	help with	〜を手伝う	1
778	3	honesty	正直さ	1
783	3	hues	色合い；色調	1
788	3	hypothesis	仮説	1
793	3	imagine	想像する；思い描く	1
798	3	impulsive	衝動的な	1
803	3	incorporate	組み込む；取り入れる	1
808	3	inefficient	非効率な	1
813	3	influence	影響；影響を与える	1
818	3	initial	最初の；初期の	1
823	3	insects	昆虫	1
828	3	inspiring	感動させる、鼓舞する	1
833	3	instructions	指示、説明	1
838	3	intends	意図する；つもりである	1
843	3	interpret	解釈する	1
848	3	invitation	招待；招待状	1
853	3	involves	含む；伴う	1
858	3	irrigation	灌漑；洗浄	1
863	3	just to be sure	確認のために；万が一に備えて	1
868	3	lack access to	〜へのアクセスがない	1
873	3	lately	最近	1
878	3	lean	寄りかかる；傾く；引き締まった	1
883	3	lets	〜させる；〜を可能にする	1
888	3	lifelike portraits	本物そっくりの肖像画	1
893	3	lineage	血統；系統	1
898	3	little or no	ほとんどない；わずかしかない	1
903	3	lunch(お弁当)	昼食；弁当	1
908	3	maintaining agricultural productivity	農業生産性を維持すること	1
913	3	male part of the flower	花の雄性部分	1
918	3	marks(記念する)	記念する；示す	1
923	3	means	手段；方法；意味する	1
928	3	metabolic disease	代謝性疾患	1
933	3	miss(欠席)	欠席する；逃す	1
938	3	monetary	金銭の	1
943	3	multi-layered	多層の	1
948	3	negotiate	交渉する；取り決める	1
953	3	norms	規範；標準	1
958	3	notice board	掲示板	1
963	3	nutritional	栄養の；栄養学上の	1
968	3	obtain	入手する；得る	1
973	3	online(副詞)	オンラインで；ネット上で	1
978	3	optimizing	最適化している	1
983	3	organize	整理する；計画する	1
988	3	orientation	オリエンテーション；適応指導	1
993	3	overlap	重なる；重複する	1
998	3	packet	小包；資料一式	1
1003	3	paramount	最も重要な	1
1008	3	particle	粒子；微小な一片	1
1013	3	past	過去；〜を過ぎて	1
1018	3	per day	1日あたり	1
1023	3	permit	許可する；許可証	1
1028	3	photon	光子	1
1033	3	pitfall	落とし穴、落としどころの悪い点	1
1038	3	plaza	広場	1
1043	3	point to A as B	AをBだと指摘する	1
1048	3	pollinators	花粉媒介者；受粉を助ける生物	1
1053	3	pottery	陶器；陶芸	1
1058	3	precise	正確な；精密な	1
1063	3	predictions	予測、予言	1
1068	3	presence of	〜の存在	1
1073	3	previous	前の；以前の	1
1078	3	privileges	特権；優遇	1
1083	3	profoundly	深く；強く	1
1088	3	proof	証拠；証明	1
1093	3	providing	提供している；与えている	1
1098	3	purely	純粋に；全く	1
1103	3	rapidly	急速に	1
1108	3	reassurance	安心させること；安心材料	1
1113	3	reciprocity	相互性；互恵性	1
1118	3	reflect on	～について熟考する；振り返る	1
1123	3	reimbursement	払い戻し；償還	1
1128	3	relevance	関連性；妥当性	1
1133	3	remain open	開いたままでいる；営業を続ける	1
1138	3	repel	はねつける；反発させる	1
1143	3	representatives	代表者；担当者	1
1148	3	residents	住民	1
1153	3	responsibility	責任；任務	1
1158	3	retina	網膜	1
1163	3	revisions	修正；改訂	1
1168	3	road trip	車での旅行	1
1173	3	roughly	およそ；大まかに	1
1178	3	scale	規模；尺度；拡大する	1
1183	3	secrete	分泌する	1
1188	3	self-awareness	自己認識；自分自身への気づき	1
1193	3	sensitive to	〜に敏感な	1
1198	3	serving as food	食物として役立つ；餌になる	1
1203	3	shade(色合い)	色合い；濃淡	1
1208	3	side by side	並んで、隣り合って	1
1213	3	sincerely	心から；誠実に	1
1218	3	snug	ぴったりした；心地よい	1
1223	3	soundproof	防音の	1
1228	3	specifies	指定する；明記する	1
1233	3	stand for	〜を表す；〜を支持する	1
1238	3	stereotype	固定観念、ステレオタイプ	1
1243	3	stomach	胃	1
1248	3	strict	厳しい	1
1253	3	substitution	代用；置き換え	1
1258	3	surplus	余剰；過剰な	1
1263	3	survive and thrive	生き残って繁栄する；成功する	1
1268	3	sync	同期；同調	1
1273	3	take up	取り込む；占める	1
1278	3	tend to	〜しがちである	1
1283	3	the gulf stream	メキシコ湾流	1
1288	3	though	〜だけれども	1
1293	3	tide	潮；潮の満ち引き	1
1298	3	timeline	予定表、時間軸	1
1303	3	to join me	私と一緒に参加すること	1
1308	3	track	追跡する；記録する	1
1313	3	transmit	伝える；伝達する	1
1318	3	turn up	現れる；姿を見せる；音量を上げる	1
1323	3	underperform	実力以下の成果しか出せない	1
1328	3	unlike	〜と違って	1
1333	3	up to	〜まで；〜次第で	1
1338	3	vanish	消える；姿を消す	1
1343	3	vehicle	乗り物；車両	1
1348	3	vinegar	酢	1
1353	3	volunteered	自発的に申し出た；志願した	1
1358	3	warranty claims	保証請求；保証に関する申し立て	1
1363	3	water-tailing	疎水性の；水に不溶の	1
1368	3	well-intentioned	善意の；善かれと思った	1
1373	3	wholeness	全体性、完全性	1
1378	3	wooden	木製の；ぎこちない	1
1383	3	yield	収穫量、産出量	1
4	4	above	上に、上方に；上記の	4
9	4	conservation	保全；保存	4
14	4	interact	相互作用する；交流する	4
19	4	abandon	放棄する	3
24	4	crucial	極めて重要な；決定的な	3
29	4	equipment	設備；機器	3
34	4	maintain	維持する；保つ	3
39	4	perceive	知覚する、認識する	3
44	4	significant	重要な、かなりの	3
49	4	unless	〜でない限り	3
54	4	withstand	耐える；持ちこたえる	3
59	4	align	一致させる；整列させる	2
64	4	Appreciating	理解すること；認識すること	2
69	4	assistance	援助；手助け	2
74	4	boredom	退屈	2
79	4	complementary	補完的な、補足し合う	2
84	4	conductivity	伝導性；導電性	2
89	4	continents	大陸	2
94	4	describes	説明する；描写する	2
99	4	distorts	ゆがめる；歪曲する	2
104	4	effort	努力；尽力	2
109	4	ensure	確実にする、保証する	2
114	4	expectations	期待；予想	2
119	4	expression	表現；言い回し	2
124	4	fear	恐れ；恐れる	2
129	4	file a complaint	苦情を申し立てる；不満を訴える	2
134	4	gather	集める；集まる	2
139	4	handle	処理する、対応する	2
144	4	in advance	前もって	2
149	4	inequalities	不平等、不均衡	2
154	4	insulation	断熱、絶縁	2
159	4	invention	発明	2
164	4	milder	より穏やかな、より温暖な	2
169	4	observation	観察；所見	2
174	4	pathway	経路；通り道	2
179	4	practical	実用的な；現実的な	2
184	4	promote	促進する；推進する	2
189	4	re-emit	再放出する	2
194	4	registration	登録、申込	2
199	4	representation	表現；表象	2
204	4	revised	改訂された；修正された	2
209	4	settle	決着をつける、解決する	2
214	4	sneeze	くしゃみをする	2
219	4	suitable	適した；ふさわしい	2
224	4	throughout	〜の至る所に；〜の間ずっと	2
229	4	uncover	発見する；明らかにする	2
234	4	via	〜を通じて；〜経由で	2
239	4	wrapped it up	それを終えた、まとめた	2
244	4	a set of symbols	記号の集合；記号体系	1
249	4	accepted	受け入れられた；認められた	1
254	4	acculturation	文化変容；異文化適応	1
259	4	across	〜を横切って；〜の向こう側に；〜全体にわたって	1
264	4	adjust	調整する；慣れる	1
269	4	adulthood	成人期	1
274	4	agreements	合意；協定	1
279	4	all of which	そのすべてが	1
284	4	aloud	声に出して	1
289	4	anatomical	解剖学の；身体構造の	1
294	4	anther(雄蕊の先端)	葯；雄蕊の先端	1
299	4	appliance	電化製品；器具	1
304	4	approve	承認する；賛成する	1
309	4	around now	今ごろ、ちょうど今	1
314	4	As far as I can tell	私が見たところでは；私の知る限り	1
319	4	aspect	側面；観点	1
324	4	atom	原子	1
329	4	attention to	〜に注意を払うこと；〜への配慮	1
334	4	away from	〜から離れて	1
339	4	banquet	宴会；祝宴	1
344	4	be known for	〜で知られている	1
349	4	belong to	〜に属する；〜のものである	1
354	4	bins	ふた付き容器；ごみ箱	1
359	4	brick	れんが；れんが状の物	1
364	4	build trust	信頼を築く	1
369	4	but also	しかしまた、〜だけでなく	1
374	4	can you make it at that time	その時間に来られますか	1
379	4	caring for	世話をする；面倒を見る	1
384	4	cautious	慎重な；用心深い	1
389	4	cell proliferation	細胞増殖	1
394	4	certificate	証明書；修了証	1
399	4	chitin	キチン	1
404	4	circulating fluids	循環する流体	1
409	4	claim(受け取る・引き取る)	受け取る；引き取る；請求する	1
414	4	clear away	取り除く；片付ける	1
419	4	clues	手がかり；ヒント	1
424	4	coincidence	偶然の一致	1
429	4	combined	組み合わせられた	1
434	4	commitment	約束；責任；専念	1
439	4	compel	強いる；強制する	1
444	4	compositions	構成；作品	1
449	4	concrete problems	具体的な問題	1
454	4	conferencing	会議（特にオンライン会議）を行うこと	1
459	4	conform to	〜に従う；一致する	1
464	4	consequences	結果；影響	1
469	4	considering	考慮している；〜を踏まえると	1
474	4	consumption	消費；摂取	1
479	4	continental	大陸の	1
484	4	convenience	利便性；都合のよさ	1
489	4	coordinated	連携した；調整された	1
494	4	cozy	居心地のよい；くつろいだ	1
499	4	crucial time	重大な時期；正念場	1
504	4	currency	通貨；貨幣	1
509	4	cycle(洗濯機のボタン)	（洗濯機の）コース；サイクル	1
514	4	decide against	〜しないことに決める	1
519	4	decomposition	分解；腐敗	1
524	4	deli	デリカテッセン（惣菜・食料品店）	1
529	4	density	密度	1
534	4	depending	〜に応じて；依存して	1
539	4	deserts	砂漠	1
544	4	dietary	食事の；食事に関する	1
549	4	dine	食事をする	1
554	4	disorient	方向感覚を失わせる	1
559	4	disrupted(乱される)	乱される；中断される	1
564	4	distinct	明確に異なる；はっきりした	1
569	4	distractions	注意をそらすもの；気晴らし	1
574	4	dividing	分けること、分割	1
579	4	drainage	排水；排水設備	1
584	4	drifts by	漂って通り過ぎる	1
589	4	due to	〜が原因で；〜のために	1
594	4	earlier today	今日の少し前に；本日先ほど	1
599	4	efficient	効率的な；有能な	1
604	4	electrons	電子	1
609	4	emerging(現れつつある)	現れつつある；新興の	1
614	4	empowering entrepreneur	起業家に力を与えること	1
619	4	engineered	設計された；工学的に作られた	1
624	4	enormous	巨大な；莫大な	1
629	4	entire	全体の；完全な	1
634	4	erosion	侵食；浸食	1
639	4	evaporation	蒸発	1
644	4	everyday items	日用品；日常的な品物	1
649	4	excess	過剰；余分	1
654	4	exhibition	展示会；展覧会	1
659	4	expansion	拡大；拡張	1
664	4	expertise	専門知識；熟練	1
669	4	expose to	〜にさらす	1
674	4	extra hours	追加の時間；残業時間	1
679	4	facilitate	促進する；容易にする	1
684	4	faded	色あせた；弱まった	1
689	4	features	特徴（複数）；機能（複数）	1
694	4	fertile	肥沃な；多産の	1
699	4	finalize(完成)	完成させる；最終決定する	1
704	4	fizz	泡立つ音；発泡する	1
709	4	follow conversations	会話についていく；会話を理解する	1
714	4	forest	森林	1
719	4	fostered	育てた；促進した；養われた	1
724	4	founded on	〜に基づいた；〜を土台とした	1
729	4	From now on	今後は、これからは	1
734	4	gain	得る；増加	1
739	4	genre	ジャンル；様式	1
744	4	glasses	眼鏡；グラス類	1
749	4	greater	より大きい、より偉大な	1
754	4	habits	習慣	1
759	4	harden into	〜へと硬化する；〜になるまで固まる	1
764	4	have control over	〜を管理している；〜を支配している	1
769	4	healing	治癒；回復	1
774	4	herbivores	草食動物	1
779	4	hooks	フック；鉤	1
784	4	human diets	人間の食生活；人の食性	1
789	4	I an open to	～に前向きである；～を受け入れる姿勢がある	1
794	4	immediate	即時の；差し迫った	1
799	4	in charge of	〜を担当して；〜の責任者で	1
804	4	incorporate A into B	AをBに組み込む	1
809	4	inequality	不平等；格差	1
814	4	informed	知らされた；情報に通じた	1
819	4	initially	当初は；最初に	1
824	4	insight	洞察；深い理解	1
829	4	instead	その代わりに	1
834	4	instruments	道具；器具；計器	1
839	4	intentions	意図；意向	1
844	4	intriguing	興味をそそる；魅力的な	1
849	4	invite	招待する、誘う	1
854	4	involving	含んでいる；伴う	1
859	4	is home to	～が生息している；～の本拠地である	1
864	4	keep in touch with 人	人と連絡を取り合う	1
869	4	land or change farming strategies	土地を手放す、または農業戦略を変える	1
874	4	later this weekend	今週末の後半に	1
879	4	leaning	傾向；傾いていること	1
884	4	levees	堤防	1
889	4	light detection	光の検知；光の感知	1
894	4	link to	〜につながる；〜に結びつける	1
899	4	locate	位置を特定する；見つける	1
904	4	lyrics	歌詞	1
909	4	make A B	AをBにする	1
914	4	malfunction	故障；不具合；故障する	1
919	4	mates	つがい；仲間	1
924	4	meet(間に合う)	（期限・条件に）間に合う；満たす	1
929	4	metamorphosis	変態；変化	1
934	4	modified	変更された；修正された	1
939	4	moral	道徳的な；教訓	1
944	4	multicultural	多文化の	1
949	4	neuroscience	神経科学	1
954	4	not being collected	回収されていない；集められていない	1
959	4	notification	通知；連絡	1
964	4	obligation	義務；責任	1
969	4	offspring	子孫；子ども；子株	1
974	4	operates	作動する、運営する	1
979	4	orbits	軌道	1
984	4	organize(企画する)	企画する；整理する	1
989	4	outage	停止；供給中断	1
994	4	overlook	見落とす；見渡す	1
999	4	paintbrush	絵筆；ペイントブラシ	1
1004	4	parcel	小包；区画	1
1009	4	pass down	受け継ぐ；伝える	1
1014	4	patterns of land use	土地利用のパターン	1
1019	4	periods	期間；時代；句点（ピリオド）	1
1024	4	persistent	しつこい；持続する；粘り強い	1
1029	4	photons	光子	1
1034	4	plant reproduction	植物の繁殖	1
1039	4	pleasing	心地よい、満足させる	1
1044	4	policymakers	政策立案者	1
1049	4	pollution	汚染	1
1054	4	power(動力を与える)	動力を与える；駆動する	1
1059	4	preconception	先入観、先入見	1
1064	4	prehistoric	先史時代の；有史以前の	1
1069	4	preserved	保持された；保存された	1
1074	4	previously	以前に；前もって	1
1079	4	procedures	手順；手続き	1
1084	4	proliferation	急増；拡散	1
1089	4	property(性質)	性質；特性；所有物	1
1094	4	pull away	離れる；引き離す	1
1099	4	purity	純粋さ；純度	1
1104	4	rarely	めったに〜ない	1
1109	4	reception	受信；受付；反応	1
1114	4	recognize familiar faces	見慣れた顔を認識する；知った顔だと分かる	1
1119	4	refund	返金；払い戻す	1
1124	4	reimbursements	返金；払い戻し	1
1129	4	relieve	和らげる；軽減する	1
1134	4	remains	遺物；残り	1
1139	4	repelling	はじく；反発する	1
1144	4	represented	表した；示した；代表した	1
1149	4	resilience	回復力；適応力	1
1154	4	responsible	責任がある；責任を負う	1
1159	4	retrieval	取り戻し、回収	1
1164	4	rightful owner	正当な所有者	1
1169	4	rodent	げっ歯類	1
1174	4	rubber	ゴム	1
1179	4	scent of	〜の香り	1
1184	4	seek	探し求める；追求する	1
1189	4	sense of	〜の感覚；〜という意識	1
1194	4	separate	分ける；分離した	1
1199	4	set bricks	レンガを据える	1
1204	4	shaping	形成している、形作っている	1
1209	4	sign-up sheet	参加申込表	1
1214	4	slippery	滑りやすい；つるつるした	1
1219	4	so far	これまでのところ	1
1224	4	sour	酸っぱい；酸性の	1
1229	4	spin cycle(脱水のみのコース)	脱水コース	1
1234	4	stand for peace	平和を象徴する；平和の立場を示す	1
1239	4	stick with	固執する；続ける	1
1244	4	stop by	立ち寄る	1
1249	4	stud	ちりばめる；鋲	1
1254	4	subtle changes	わずかな変化	1
1259	4	surrounded	囲まれた	1
1264	4	suspended	一時停止された；保留された	1
1269	4	synchronize	同期させる；同調させる	1
1274	4	taken by	〜によって撮られた／取られた	1
1279	4	tendency	傾向；性向	1
1284	4	The human resources team	人事部	1
1289	4	thoughtful	思慮深い、よく考えられた	1
1294	4	tie	絆；結びつける	1
1299	4	tiny	とても小さい；わずかな	1
1304	4	to represent	表す；象徴する	1
1309	4	traits	特徴；特性	1
1314	4	transportation logistics	輸送物流	1
1319	4	typically	典型的には；通常は	1
1324	4	underpins	支える；基盤となる	1
1329	4	unlocking	解錠すること；解き明かすこと	1
1334	4	upstairs	上の階に；上の階の	1
1339	4	variable	変わりやすい；変数	1
1344	4	venue	会場；開催地	1
1349	4	virtues	美徳；徳	1
1354	4	voter	有権者；投票者	1
1359	4	wasteful	無駄の多い；浪費的な	1
1364	4	watering	水やり	1
1369	4	What matters is the content	重要なのは内容だ	1
1374	4	wiring	配線；配線工事	1
1379	4	work(都合が良い)	都合が良い；うまくいく	1
1384	4	yield(生み出す)	生み出す；産出する	1
5	5	avoid	避ける	4
10	5	cooperation	協力；連携	4
15	5	interactions	相互作用；交流	4
20	5	arrange	手配する；整える	3
25	5	dairy	乳製品；酪農の	3
30	5	essential	必要不可欠な；本質的な	3
35	5	molting	脱皮	3
40	5	prepare	準備する	3
45	5	substance	物質；実体	3
50	5	urgent	緊急の；差し迫った	3
55	5	absolutely	絶対に、完全に	2
60	5	allocate	割り当てる；配分する	2
65	5	appropriate	適切な；ふさわしい	2
70	5	attract	引きつける；誘引する	2
75	5	calm	落ち着いた；冷静な	2
80	5	composition	構成、構図、作文	2
85	5	confirmation	確認、確証	2
90	5	convection	対流	2
95	5	despite	〜にもかかわらず；〜を無視して	2
100	5	dominant	支配的な、優勢な	2
105	5	enabling	可能にしている；実現させる	2
110	5	equally	等しく、均等に	2
115	5	expected	予期された、当然の	2
120	5	facilities	設備、施設	2
125	5	feathery	羽毛のような；ふさふさした	2
130	5	firsthand	直接の；じかに	2
135	5	generate	生み出す；発生させる	2
140	5	handouts	配布資料	2
145	5	in charge	担当して、責任を持って	2
150	5	inferred	推論した、推測した	2
155	5	insulators	絶縁体	2
160	5	investigating	調査している	2
165	5	moisture	湿気；水分	2
170	5	Observe	観察する；気づく；守る	2
175	5	perspective	視点；見方	2
180	5	predators	捕食者	2
185	5	proper	適切な；正しい	2
190	5	reasoning	推論、論理的思考	2
195	5	relatives	親戚	2
200	5	reproduction	生殖、繁殖	2
205	5	scarce	不足している；乏しい	2
210	5	shaped by	〜によって形作られる	2
215	5	soil erosion	土壌侵食	2
220	5	take place	起こる；開催される	2
225	5	tissue	組織；薄い紙	2
230	5	underlying	根底にある；基礎となる	2
235	5	wheat	小麦	2
240	5	-	（未記入）	1
245	5	abandon otherwise productive	本来は生産的な〜を放棄する	1
250	5	accommodate	収容する；便宜を図る	1
255	5	accumulation	蓄積；堆積	1
260	5	adaptation	適応；適応形質	1
265	5	adjustment	調整；適応	1
270	5	aesthetic	美的な；美学	1
275	5	aim to	〜することを目指す	1
280	5	allergy	アレルギー	1
285	5	Alpine	高山の；アルプスの	1
290	5	ancient	古代の；非常に古い	1
295	5	anywhere	どこでも、どこかに	1
300	5	application of color	色の使い方、色彩の適用	1
305	5	approved	承認された；認可された	1
310	5	arrangements	取り決め；配置	1
315	5	As it turns out	結果的に；実際のところ	1
320	5	aspect of	〜の側面	1
325	5	atoms	原子	1
330	5	attire	服装；衣装	1
335	5	baking soda	重曹	1
340	5	base(塩基)	塩基；アルカリ性物質	1
345	5	be part of	〜の一部である；〜に参加している	1
350	5	belongings	所持品；持ち物	1
355	5	biodiversity	生物多様性	1
360	5	bring people together	人々を結びつける	1
365	5	built-in	内蔵の；組み込みの	1
370	5	by combining	組み合わせることで；〜を組み合わせて	1
375	5	canals	運河；水路	1
380	5	carpool	相乗り；相乗りする	1
385	5	celebrity	有名人、著名人	1
390	5	cemented	固められた；結びつきを強めた	1
395	5	channels	水路；通路；経路	1
400	5	chrysalis	さなぎ	1
405	5	circumstances	状況；事情	1
410	5	clarify	明確にする；はっきりさせる	1
415	5	climates	気候（複数）；気候帯	1
420	5	coastal	沿岸の	1
425	5	cold symptom	風邪の症状	1
430	5	combining with	〜と組み合わせること；〜と併用して	1
435	5	committee	委員会	1
440	5	complex	複雑な	1
445	5	comprehending	理解している；把握している	1
450	5	conduct or resist	伝導するか抵抗するか	1
455	5	confident	自信のある；確信している	1
460	5	confuse	混乱させる、混同する	1
465	5	conserve	保全する、節約する	1
470	5	considering just wearing	ただ着るだけにしようかと考えて	1
475	5	containers	容器；入れ物	1
480	5	Continental drift	大陸移動説	1
485	5	conventional	従来の、慣習的な	1
490	5	coordination	調整；連携	1
495	5	crop yields	作物収量	1
500	5	crustaceans	甲殻類	1
505	5	current pass	電流が流れること	1
510	5	day trip	日帰り旅行	1
515	5	decipher	解読する；読み解く	1
520	5	deepen	深める	1
525	5	demand	需要；要求	1
530	5	depart	出発する；去る	1
535	5	depicting	描写している	1
540	5	destination	目的地	1
545	5	dig	掘る	1
550	5	disagreement	意見の不一致；対立	1
555	5	dispersal	拡散；分散	1
560	5	disruption	混乱；中断	1
565	5	distinctive	独特の；際立った	1
570	5	distributed	分散した；配布された	1
575	5	division	分割；部門	1
580	5	draw	描く；引く；惹きつける	1
585	5	drinking water	飲み水；飲用水	1
590	5	durability	耐久性	1
595	5	ecdysis	脱皮	1
600	5	efficiently	効率的に	1
605	5	elements	要素；元素	1
610	5	emissions	排出物；排出	1
615	5	enable	可能にする；できるようにする	1
620	5	engraving	彫刻；彫り込み	1
625	5	enormous amounts of	莫大な量の	1
630	5	enzymes	酵素	1
635	5	essential for growing crops	作物の栽培に不可欠な	1
640	5	eventually	最終的に；やがて	1
645	5	exactly	正確に、まさに	1
650	5	exchange	交換する；やり取り	1
655	5	existing	既存の；現存する	1
660	5	expectation	期待；予想	1
665	5	experts	専門家たち	1
670	5	exposure	さらされること；露出；接触	1
675	5	extracurricular	課外の；課外活動の	1
680	5	facilities office	施設管理室	1
685	5	fairer	より公平な、より公正な	1
690	5	feedback	フィードバック；意見	1
695	5	fethers (feathers)	羽；羽毛	1
700	5	find out	見つけ出す；知る	1
705	5	flooding	洪水；浸水	1
710	5	for more info	詳細は；詳しくは	1
715	5	forest plants	森林植物	1
720	5	fostered trust	信頼を育んだ	1
725	5	fragments	破片；断片	1
730	5	fuel savings	燃料節約	1
735	5	gain certificate	証明書を取得する	1
740	5	geological	地質学の；地質の	1
745	5	govern	支配する；左右する	1
750	5	groceries	食料品	1
755	5	half past	〜時30分（半）	1
760	5	harm	害；危害を加える	1
765	5	have it handled	それを対応してもらう；処理してもらう	1
770	5	heart rate	心拍数	1
775	5	highlights	強調する、目立たせる	1
780	5	hormones	ホルモン	1
785	5	humidity	湿度；湿気	1
790	5	I wish I could	できればそうしたいのですが（実際は難しい）	1
795	5	impede	妨げる；阻害する	1
800	5	in order to	～するために	1
805	5	incorrect	正しくない；不正確な	1
810	5	infancy	乳児期、初期段階	1
815	5	ingestion	摂取；飲み込み	1
820	5	initiate	開始する；引き起こす	1
825	5	insight for	〜への洞察；〜に関する理解	1
830	5	instead of	〜の代わりに	1
835	5	insulating	断熱する；絶縁する	1
840	5	interaction	相互作用；交流	1
845	5	introduce	導入する；紹介する	1
850	5	invited	招待した；招いた	1
855	5	iron	鉄	1
860	5	jet-lagged	時差ぼけの	1
865	5	kinetic	運動の；動的な；運動エネルギーの	1
870	5	last(続く)	続く；持続する	1
875	5	latest	最新の；直近の	1
880	5	Leaves	葉	1
885	5	lie	横たわる；位置する；うそをつく；うそ	1
890	5	light exposure	光への曝露；光を浴びること	1
895	5	lipid	脂質；油脂	1
900	5	look into	調査する；詳しく調べる	1
905	5	made mainly of	主に〜でできている	1
910	5	make an appointment	予約を取る；約束を取りつける	1
915	5	manipulate	操る；操作する	1
920	5	matter	問題である；重要である；事柄	1
925	5	melt	溶ける；溶かす	1
930	5	Meteorologists	気象学者たち	1
935	5	molecule	分子	1
940	5	mortar	モルタル；接着材	1
945	5	musical notes	音符；音階上の音	1
950	5	neutralize	中和する；無効化する	1
955	5	not up for	〜する気がない；〜する元気がない	1
960	5	notified	通知された；知らされた	1
965	5	obligations	義務；責任；恩義	1
970	5	often leading to reduced	しばしば減少した〜につながる	1
975	5	opportunite (opportunity)	機会	1
980	5	order	順序；命令；秩序	1
985	5	organized	組織化された；整然とした	1
990	5	outer shell	外殻；外側の殻	1
995	5	oversee	監督する；管理する	1
1000	5	paper jams	紙詰まり	1
1005	5	parlor	応接室；店（〜パーラー）	1
1010	5	pass from	〜から受け継がれる；〜から移る	1
1015	5	payment for	〜への支払い	1
1020	5	peripheral	周辺の；末梢の	1
1025	5	petals	花びら	1
1030	5	photosynthesis	光合成	1
1035	5	planting	植えること；植栽	1
1040	5	plenty of	たくさんの	1
1045	5	Political	政治の；政治的な	1
1050	5	polystyrene	ポリスチレン	1
1055	5	practices(実際に行う)	実践する；実際に行う	1
1060	5	predating	〜より前に存在すること；先行すること	1
1065	5	prepare for	〜に備える；準備する	1
1070	5	prevailing	一般的な、優勢な	1
1075	5	principle	原理；原則；主義	1
1080	5	process	過程；処理する	1
1085	5	prominent	著名な；目立つ	1
1090	5	prosperity	繁栄；成功	1
1095	5	pulp	果肉；やわらかい繊維質	1
1100	5	pursuit	追求；遂行	1
1105	5	reach	到達する；届く	1
1110	5	receptive	受け入れやすい；受容性のある	1
1115	5	recognizing	認識している；見分けている	1
1120	5	regeneration	再生；再生能力	1
1125	5	reinforcing	強化すること；補強すること	1
1130	5	relocated	移転した；移された	1
1135	5	remarkable navigation	驚くべき航行能力	1
1140	5	replaced	置き換えられた；補充された	1
1145	5	required	必要とされる、必須の	1
1150	5	resilient	回復力のある；しなやかな	1
1155	5	restoration	復元；回復	1
1160	5	reveals	明らかにする；示す	1
1165	5	rigid	硬い；硬直した	1
1170	5	rodents	げっ歯類	1
1175	5	rusts	さびる	1
1180	5	scents	香り；におい	1
1185	5	seek to do	〜しようと努める	1
1190	5	sense of belonging	所属感	1
1195	5	series（直列）	系列；連続；（電気）直列	1
1200	5	several	いくつかの；数人の	1
1205	5	shed	脱ぎ捨てる；落とす	1
1210	5	signaled	合図した、信号を送った	1
1215	5	slot(時間枠)	時間枠；予約枠	1
1220	5	soil	土壌；土	1
1225	5	span(貫通)	貫通する；またがる	1
1230	5	spinal cord	脊髄	1
1235	5	states	述べる；国家；状態	1
1240	5	sticks(ひっつく)	くっつく；貼りつく	1
1245	5	strangers	見知らぬ人々	1
1250	5	student union	学生自治会；学生組合	1
1255	5	subtly	微妙に；それとなく	1
1260	5	surroundings	周囲の環境	1
1265	5	sustain	維持する；支える	1
1270	5	tail	尾部；末端	1
1275	5	taken together	総合すると	1
1280	5	terms and conditions	利用規約；契約条件	1
1285	5	the upper layer of soil	土壌の上層	1
1290	5	threat	脅威、脅し	1
1295	5	tie to	～に結びつける；～に関連づける	1
1300	5	tips	ヒント；助言	1
1305	5	too busy to	～するには忙しすぎる	1
1310	5	transaction	取引	1
1315	5	trap(出て来れなくする、閉じ込める)	閉じ込める；わなにかける	1
1320	5	ultraviolet radiation	紫外線放射	1
1325	5	uneven	不均一な；でこぼこの	1
1330	5	unplug	プラグを抜く	1
1335	5	urban	都市の；都会の	1
1340	5	variables	変数；変動要因	1
1345	5	verified	検証された、確認された	1
1350	5	visible	目に見える；明らかな	1
1355	5	voting	投票（行為）	1
1360	5	watch out for	〜に注意する、警戒する	1
1365	5	wear light(軽装)	軽装をする；薄着をする	1
1370	5	When wind or water	風または水が〜するとき	1
1375	5	without involving	〜を伴わずに；〜を関与させずに	1
1380	5	wound	傷；負傷	1
